source_path,compatibility_status,proposed_category,proposed_subcategory,proposed_final_path,routing_role,placement_confidence,placement_basis,placement_concern,future_structure_candidate
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/martech-audit,Approved and supported,development,software-architecture,task-folder/agents/skills/development/software-architecture/martech-audit,child_skill,high,"Primary outcome is software architecture design, domain modeling, and systematic refactoring.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/save-knowledge,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/save-knowledge,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/keyword-research,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/keyword-research,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/what-if,Approved and supported,quality-and-security,testing,task-folder/agents/skills/quality-and-security/testing/what-if,child_skill,high,Primary outcome is automated unit/integration/E2E test engineering and QA validation.,None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/c2pa-metadata,Approved and supported,marketing-and-seo,geo-and-local-seo,task-folder/agents/skills/marketing-and-seo/geo-and-local-seo/c2pa-metadata,child_skill,high,Primary outcome is localized and geographic search ranking optimization.,None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/autopilot-status,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/autopilot-status,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-decay-scan,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/content-decay-scan,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/pipeline-update,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/pipeline-update,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/import-guidelines,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/import-guidelines,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/seo-drift,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/seo-drift,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/send-notification,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/send-notification,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/image-seo-audit,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/image-seo-audit,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/analytics-insights,Approved and supported,data-and-ai,analytics,task-folder/agents/skills/data-and-ai/analytics/analytics-insights,child_skill,high,"Primary outcome is event tracking, user behavioral analytics, and metrics instrumentation.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/competitor-alerts,Approved and supported,marketing-and-seo,content-and-campaigns,task-folder/agents/skills/marketing-and-seo/content-and-campaigns/competitor-alerts,child_skill,high,"Primary outcome is marketing campaigns, digital advertising creatives, and social distribution.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-brief,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/content-brief,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/publish-blog,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/publish-blog,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/share-of-voice,Approved and supported,marketing-and-seo,on-page-seo,task-folder/agents/skills/marketing-and-seo/on-page-seo/share-of-voice,child_skill,high,"Primary outcome is on-page search visibility, keyword targeting, and SERP content optimization.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/geo-monitor,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/geo-monitor,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/send-sms,Approved and supported,quality-and-security,compliance,task-folder/agents/skills/quality-and-security/compliance/send-sms,child_skill,high,"Primary outcome is regulatory compliance, privacy verification, and security standard adherence.",None,none
task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/executive-dashboard,Approved and supported,development,fullstack,task-folder/agents/skills/development/fullstack/executive-dashboard,child_skill,medium,"Primary outcome is full-stack application development, feature implementation, and code creation.",Broad feature scope spanning client and server development.,none
