canonical_skill_name,origin_path,origin_type,parent_source,proposed_category,proposed_subcategory,phase08_batch,phase08_rewrite_status,phase08_final_destination,phase08_authoring_workflow,phase08_validation_status
switch-brand,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/switch-brand,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
competitor-pages,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/competitor-pages,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
content-calendar,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-calendar,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
growth-engineering,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/growth-engineering,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
funnel-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/funnel-audit,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
campaign-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/campaign-audit,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
case-study-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/case-study-plan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
webinar-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/webinar-plan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
growth-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/growth-plan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
review-response,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/review-response,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
narrative-landscape,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/narrative-landscape,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
attribution-model,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/attribution-model,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
gsc-ai-performance,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/gsc-ai-performance,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
eval-config,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/eval-config,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
sync-memory,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/sync-memory,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
keyword-cluster,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/keyword-cluster,canonical_retained_source,none,development,software-architecture,unassigned,pending,pending,unprocessed_in_phase08,pending
content-engine,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/content-engine,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
emerging-channels,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/emerging-channels,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
aeo-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/aeo-audit,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
translate-content,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/translate-content,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
qbr-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/qbr-plan,canonical_retained_source,none,content-and-documentation,presentations,unassigned,pending,pending,unprocessed_in_phase08,pending
counter-narrative,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/counter-narrative,canonical_retained_source,none,development,backend,unassigned,pending,pending,unprocessed_in_phase08,pending
brand-setup,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/brand-setup,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
social-strategy,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/social-strategy,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
rank-monitor,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/rank-monitor,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
crm-sync,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/crm-sync,canonical_retained_source,none,business-and-operations,strategy,unassigned,pending,pending,unprocessed_in_phase08,pending
campaign-plan,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/campaign-plan,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
lead-import,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/lead-import,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
tech-seo-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/tech-seo-audit,canonical_retained_source,none,marketing-and-seo,technical-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
focus-group,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/focus-group,canonical_retained_source,none,quality-and-security,testing,unassigned,pending,pending,unprocessed_in_phase08,pending
language-audit,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/language-audit,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
verify-claims,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/verify-claims,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
pdf-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/pdf-report,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
backlink-gap,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/backlink-gap,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
eval-content,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/eval-content,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
connect,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/connect,canonical_retained_source,none,business-and-operations,strategy,unassigned,pending,pending,unprocessed_in_phase08,pending
quality-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/quality-report,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
dark-funnel,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/dark-funnel,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
prompt-test,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/prompt-test,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
check,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/check,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
language-config,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/language-config,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
market-weather,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/market-weather,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
redirect-manager,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/redirect-manager,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
paid-advertising,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/paid-advertising,canonical_retained_source,none,marketing-and-seo,content-and-campaigns,unassigned,pending,pending,unprocessed_in_phase08,pending
email-sequence,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/email-sequence,canonical_retained_source,none,marketing-and-seo,on-page-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
validate-profile,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/validate-profile,canonical_retained_source,none,quality-and-security,compliance,unassigned,pending,pending,unprocessed_in_phase08,pending
engagement-workflow,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/engagement-workflow,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
import-sop,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/import-sop,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
context-engine,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/context-engine,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
campaign-status,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/campaign-status,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
intelligence-report,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/intelligence-report,canonical_retained_source,none,marketing-and-seo,cro,unassigned,pending,pending,unprocessed_in_phase08,pending
local-seo,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/local-seo,canonical_retained_source,none,marketing-and-seo,geo-and-local-seo,unassigned,pending,pending,unprocessed_in_phase08,pending
help,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/help,canonical_retained_source,none,development,fullstack,unassigned,pending,pending,unprocessed_in_phase08,pending
audience-intelligence,task-folder/agents/skills/marketing/digital-marketing-pro-main/skills/audience-intelligence,canonical_retained_source,none,quality-and-security,debugging,unassigned,pending,pending,unprocessed_in_phase08,pending
