source_path,canonical_name,category,subcategory,lines,bytes,screening_status,candidate_signals,requires_deep_review,review_status,split_decision,rationale,parent_router_path,child_destination_paths,retired_source_path,content_allocation_count,resources_moved
task-folder/agents/skills/n8n/n8n-expression-syntax,n8n-expression-syntax,quality-and-security,debugging,528,10133,screened_candidate,lines=528,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-expression-syntax with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-error-handling,n8n-error-handling,business-and-operations,legal-and-governance,289,19893,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-validation-expert,n8n-validation-expert,workflow-and-automation,tool-integration,701,14899,screened_candidate,lines=701,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-validation-expert with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-mcp-tools-expert,n8n-mcp-tools-expert,workflow-and-automation,tool-integration,654,16935,screened_candidate,lines=654,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for n8n-mcp-tools-expert with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/n8n/n8n-code-tool,n8n-code-tool,workflow-and-automation,tool-integration,358,16615,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/form-cro,form-cro,marketing-and-seo,cro,448,8093,screened_candidate,lines=448; modes=3,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for form-cro with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/anti-sleep,anti-sleep,development,fullstack,90,3414,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/threejs-animation,threejs-animation,design-and-experience,motion-and-graphics,569,13579,screened_candidate,lines=569,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for threejs-animation with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/social/social-media/skills/social-media-posts,social-media-posts,marketing-and-seo,content-and-campaigns,304,10587,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-content,social-content,marketing-and-seo,content-and-campaigns,818,21368,screened_candidate,lines=818,true,deep_reviewed,Retain as singular skill with references,"Skill represents a cohesive singular job (social-content) with extensive supporting reference tables, checklists, or code examples. Functional job remains unified; supporting detail organized in references/.",none,none,none,0,none
task-folder/agents/skills/social/influencer-finder,influencer-finder,development,fullstack,62,1599,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/linkedin-post,linkedin-post,marketing-and-seo,geo-and-local-seo,216,5059,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/hashtag-analyzer,hashtag-analyzer,development,fullstack,62,1546,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-post-writer-seo,social-post-writer-seo,marketing-and-seo,content-and-campaigns,133,5343,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-proof-architect,social-proof-architect,development,backend,121,5581,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-networks/instagram-automation,instagram-automation,development,fullstack,201,8227,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-networks/instagram,instagram,data-and-ai,analytics,419,13828,screened_candidate,lines=419,true,deep_reviewed,Retain as singular skill without modification,"Deep review confirmed singular cohesive workflow: sequential execution steps for instagram with unified trigger, input parameters, and output artifacts.",none,none,none,0,none
task-folder/agents/skills/social/ugc-collector,ugc-collector,development,fullstack,62,1555,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-metadata-hardening,social-metadata-hardening,marketing-and-seo,cro,231,7257,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
task-folder/agents/skills/social/social-orchestrator,social-orchestrator,marketing-and-seo,cro,304,8196,not_candidate,none,false,screened_out,Retain as singular skill without modification,"Initial screening verified focused, single-function skill with singular trigger, workflow, and output.",none,none,none,0,none
